Have_IMDB_data,Have_IMDB_data 2,year,imdb,title,test,clean_test,binary,budget,domgross,intgross,code,budget_2013$,domgross_2013$,intgross_2013$,period code,decade code,averageRating,numVotes_Rating,Have_biopic,No_of_biopic_instances,site,country,year_release,box_office,director,number_of_subjects,subject,type_of_subject,race_known,subject_race,person_of_color,subject_sex,lead_actor_actress,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
Both,Yes,2007,tt0419887,The Kite Runner,nowomen,nowomen,FAIL,20000000,15800078,74180745,2007FAIL,22470870,17752075,83345293,2,2,7.6,73356,No,,,,,,,,,,,,,,,movie,The Kite Runner,The Kite Runner,0,2007,\N,128,Drama
Both,Yes,2013,tt1904996,Parker,ok,ok,PASS,35000000,17616641,46346651,2013PASS,35000000,17616641,46346651,1,1,6.2,102586,No,,,,,,,,,,,,,,,movie,Parker,Parker,0,2013,\N,118,"Action,Crime,Romance"
Both,Yes,2009,tt1131734,Jennifer&#39;s Body,ok,ok,PASS,16000000,16204793,32832166,2009PASS,17371706,17594056,35646920,2,2,5.2,103588,No,,,,,,,,,,,,,,,movie,Jennifer's Body,Jennifer's Body,0,2009,\N,102,"Comedy,Horror"
Both,Yes,2012,tt1655460,Wanderlust,ok,ok,PASS,32500000,17288155,24159934,2012PASS,32975753,17541229,24513601,1,1,5.6,67806,No,,,,,,,,,,,,,,,movie,Wanderlust,Wanderlust,0,2012,\N,98,"Comedy,Romance"
Both,Yes,2013,tt1821549,Nebraska,ok-disagree,ok,PASS,12000000,17482517,17482517,2013PASS,12000000,17482517,17482517,1,1,7.7,102938,No,,,,,,,,,,,,,,,movie,Nebraska,Nebraska,0,2013,\N,115,"Adventure,Comedy,Drama"
Both,Yes,2001,tt0244000,American Outlaws,notalk,notalk,FAIL,35000000,13264986,13264986,2001FAIL,46054609,17454678,17454678,3,2,6,12983,No,,,,,,,,,,,,,,,movie,American Outlaws,American Outlaws,0,2001,\N,94,"Action,Western"
Both,Yes,1997,tt0118842,Chasing Amy,ok,ok,PASS,250000,12006514,15155095,1997PASS,362810,17424311,21993652,4,3,7.3,123143,No,,,,,,,,,,,,,,,movie,Chasing Amy,Chasing Amy,0,1997,\N,113,"Comedy,Drama,Romance"
Both,Yes,2009,tt1091722,Adventureland,men-disagree,men,FAIL,9800000,16044025,17144025,2009FAIL,10640170,17419505,18613810,2,2,6.8,144424,No,,,,,,,,,,,,,,,movie,Adventureland,Adventureland,0,2009,\N,107,"Comedy,Drama,Romance"
Both,Yes,2012,tt1656190,Safe,notalk-disagree,notalk,FAIL,33000000,17142080,41495213,2012FAIL,33483073,17393015,42102643,1,1,6.5,93865,No,,,,,,,,,,,,,,,movie,Safe,Safe,0,2012,\N,94,"Action,Crime,Thriller"
Both,Yes,2009,tt0913354,Armored,nowomen,nowomen,FAIL,20000000,15988876,23661038,2009FAIL,21714632,17359628,25689537,2,2,5.7,28133,No,,,,,,,,,,,,,,,movie,Armored,Armored,0,2009,\N,88,"Action,Crime,Thriller"
Both,Yes,1993,tt0107007,Gettysburg,nowomen,nowomen,FAIL,25000000,10731997,10731997,1993FAIL,40311473,17304904,17304904,5,3,7.7,23832,No,,,,,,,,,,,,,,,movie,Gettysburg,Gettysburg,0,1993,\N,271,"Drama,History,War"
Both,Yes,2004,tt0363282,New York Minute,notalk-disagree,notalk,FAIL,40000000,14018364,21215882,2004FAIL,49327715,17287347,26163275,3,2,4.9,19785,No,,,,,,,,,,,,,,,movie,New York Minute,New York Minute,0,2004,\N,91,"Comedy,Crime,Family"
Both,Yes,2001,tt0211443,Jason X,ok,ok,PASS,14000000,13121555,16951798,2001PASS,18421843,17265945,22305955,3,2,4.4,44883,No,,,,,,,,,,,,,,,movie,Jason X,Jason X,0,2001,\N,91,"Action,Horror,Sci-Fi"
Both,Yes,1998,tt0120148,Sliding Doors,ok,ok,PASS,6000000,11911200,58809149,1998PASS,8574794,17022681,84046055,4,3,6.8,57911,No,,,,,,,,,,,,,,,movie,Sliding Doors,Sliding Doors,0,1998,\N,99,"Comedy,Drama,Fantasy"
Both,Yes,2013,tt2193215,The Counselor,ok,ok,PASS,25000000,16973715,70373715,2013PASS,25000000,16973715,70373715,1,1,5.3,90204,No,,,,,,,,,,,,,,,movie,The Counselor,The Counselor,0,2013,\N,117,"Crime,Drama,Thriller"
Both,Yes,2002,tt0307901,25th Hour,men,men,FAIL,4500000,13084595,25344490,2002FAIL,5828306,16946895,32825657,3,2,7.7,160500,No,,,,,,,,,,,,,,,movie,25th Hour,25th Hour,0,2002,\N,135,Drama
Both,Yes,2012,tt1859650,To Rome With Love,men-disagree,men,FAIL,21500000,16684352,74363777,2012FAIL,21814729,16928587,75452356,1,1,6.3,77697,No,,,,,,,,,,,,,,,movie,To Rome with Love,To Rome with Love,0,2012,\N,112,"Comedy,Music,Romance"
Both,Yes,2011,tt1625346,Young Adult,ok,ok,PASS,12000000,16311571,22750356,2011PASS,12428289,16893744,23562334,1,1,6.3,71894,No,,,,,,,,,,,,,,,movie,Young Adult,Young Adult,0,2011,\N,94,"Comedy,Drama"
Both,Yes,1982,tt0083722,Cat People,ok,ok,PASS,12500000,7000000,21000000,1982PASS,30165850,16892876,50678628,,,6.1,16737,No,,,,,,,,,,,,,,,movie,Cat People,Cat People,0,1982,\N,118,"Fantasy,Horror,Thriller"
Both,Yes,2009,tt0971209,A Perfect Getaway,dubious-disagree,dubious,FAIL,14000000,15515460,22815460,2009FAIL,15200242,16845625,24771466,2,2,6.5,62510,No,,,,,,,,,,,,,,,movie,A Perfect Getaway,A Perfect Getaway,0,2009,\N,98,"Adventure,Mystery,Thriller"
Both,Yes,2002,tt0258068,The Quiet American,men,men,FAIL,20000000,12987647,26348203,2002FAIL,25903584,16821330,34125645,3,2,7.1,25621,No,,,,,,,,,,,,,,,movie,The Quiet American,The Quiet American,0,2002,\N,101,"Drama,Mystery,Romance"
Both,Yes,2004,tt0365748,Shaun of the Dead,ok-disagree,ok,PASS,5000000,13542874,30332385,2004PASS,6165964,16700976,37405681,3,2,7.9,453823,No,,,,,,,,,,,,,,,movie,Shaun of the Dead,Shaun of the Dead,0,2004,\N,99,"Comedy,Horror"
Both,Yes,2010,tt1139328,The Ghost Writer,men,men,FAIL,45000000,15541549,65532491,2010FAIL,48070433,16601978,70003894,1,1,7.2,145650,No,,,,,,,,,,,,,,,movie,The Ghost Writer,The Ghost Writer,0,2010,\N,128,"Drama,Mystery,Thriller"
Both,Yes,2009,tt0403702,Youth in Revolt,notalk-disagree,notalk,FAIL,18000000,15285588,19685588,2009FAIL,19543169,16596046,21373265,2,2,6.5,69508,No,,,,,,,,,,,,,,,movie,Youth in Revolt,Youth in Revolt,0,2009,\N,90,"Comedy,Drama,Romance"
Both,Yes,1988,tt0095497,The Last Temptation of Christ,men,men,FAIL,7000000,8373585,8373585,1988FAIL,13787529,16493007,16493007,,,7.6,45042,No,,,,,,,,,,,,,,,movie,The Last Temptation of Christ,The Last Temptation of Christ,0,1988,\N,164,Drama
Both,Yes,2012,tt1560747,The Master,notalk-disagree,notalk,FAIL,37500000,16247159,25116740,2012FAIL,38048946,16484994,25484413,1,1,7.1,125807,No,,,,,,,,,,,,,,,movie,The Master,The Master,0,2012,\N,138,Drama
Both,Yes,2000,tt0195234,Saving Grace,ok,ok,PASS,4000000,12178602,27786849,2000PASS,5411634,16476533,37593061,3,2,6.9,16524,No,,,,,,,,,,,,,,,movie,Saving Grace,Saving Grace,0,2000,\N,93,"Comedy,Crime"
Both,Yes,2003,tt0315983,House of Sand and Fog,ok,ok,PASS,16500000,13005485,16157923,2003PASS,20890435,16466075,20457336,3,2,7.6,60810,No,,,,,,,,,,,,,,,movie,House of Sand and Fog,House of Sand and Fog,0,2003,\N,126,"Crime,Drama"
Both,Yes,2009,tt0362478,The Box,ok,ok,PASS,25000000,15051977,26341896,2009PASS,27143290,16342407,28600229,2,2,5.6,83431,No,,,,,,,,,,,,,,,movie,The Box,The Box,0,2009,\N,115,"Drama,Fantasy,Mystery"
Both,Yes,2008,tt0876563,Gake no ue no Ponyo,ok,ok,PASS,34000000,15090399,205312666,2008PASS,36796715,16331680,222200929,2,2,7.7,102764,No,,,,,,,,,,,,,,,movie,Ponyo,Gake no ue no Ponyo,0,2008,\N,101,"Adventure,Animation,Comedy"
Both,Yes,2000,tt0219699,The Gift,dubious,dubious,FAIL,10000000,12008642,44567606,2000FAIL,13529084,16246592,60295888,3,2,6.7,57390,No,,,,,,,,,,,,,,,movie,The Gift,The Gift,0,2000,\N,112,"Drama,Fantasy,Horror"
Both,Yes,1999,tt0131646,Wing Commander,men,men,FAIL,30000000,11578022,11578022,1999FAIL,41953861,16191424,16191424,4,3,4.2,15459,No,,,,,,,,,,,,,,,movie,Wing Commander,Wing Commander,0,1999,\N,100,"Action,Adventure,Sci-Fi"
Both,Yes,2006,tt0498380,Letters from Iwo Jima,notalk,notalk,FAIL,13000000,13756082,68756082,2006FAIL,15025353,15899229,79468028,2,2,7.9,143786,No,,,,,,,,,,,,,,,movie,Letters from Iwo Jima,Letters from Iwo Jima,0,2006,\N,141,"Drama,History,War"
Both,Yes,2012,tt1258972,The Man with the Iron Fists,notalk,notalk,FAIL,15000000,15634090,21985095,2012FAIL,15219578,15862951,22306925,1,1,5.4,57479,No,,,,,,,,,,,,,,,movie,The Man with the Iron Fists,The Man with the Iron Fists,0,2012,\N,95,Action
Both,Yes,2004,tt0356721,I Heart Huckabees,ok,ok,PASS,22000000,12784713,20034713,2004PASS,27130243,15766017,24706665,3,2,6.7,59809,No,,,,,,,,,,,,,,,movie,I Heart Huckabees,I Heart Huckabees,0,2004,\N,107,Comedy
Both,Yes,2008,tt0486321,Fly Me to the Moon,nowomen,nowomen,FAIL,25000000,14543943,57546746,2008FAIL,27056408,15740274,62280329,2,2,4.5,3897,No,,,,,,,,,,,,,,,movie,Fly Me to the Moon 3D,Fly Me to the Moon,0,2008,\N,84,"Adventure,Animation,Family"
Both,Yes,2007,tt0787475,Hot Rod,notalk,notalk,FAIL,25000000,13938332,14334401,2007FAIL,28088587,15660322,16105323,2,2,6.7,67843,No,,,,,,,,,,,,,,,movie,Hot Rod,Hot Rod,0,2007,\N,88,Comedy
Both,Yes,2009,tt1232207,Capitalism: A Love Story,notalk-disagree,notalk,FAIL,20000000,14363397,19121531,2009FAIL,21714632,15594794,20760850,2,2,7.4,39026,No,,,,,,,,,,,,,,,movie,Capitalism: A Love Story,Capitalism: A Love Story,0,2009,\N,127,"Crime,Documentary,News"
Both,Yes,2006,tt0436331,Friends with Money,ok,ok,PASS,6500000,13368437,17518322,2006PASS,7512676,15451191,20247613,2,2,5.8,23262,No,,,,,,,,,,,,,,,movie,Friends with Money,Friends with Money,0,2006,\N,88,"Comedy,Drama,Romance"
Both,Yes,2013,tt2194499,About Time,ok-disagree,ok,PASS,12000000,15323921,87324746,2013PASS,12000000,15323921,87324746,1,1,7.8,248619,No,,,,,,,,,,,,,,,movie,About Time,About Time,0,2013,\N,123,"Comedy,Drama,Fantasy"
Both,Yes,1998,tt0120669,Fear and Loathing in Las Vegas,notalk,notalk,FAIL,18500000,10680275,13711903,1998FAIL,26438948,15263526,19596124,4,3,7.7,236595,No,,,,,,,,,,,,,,,movie,Fear and Loathing in Las Vegas,Fear and Loathing in Las Vegas,0,1998,\N,118,"Adventure,Comedy,Drama"
Both,Yes,2012,tt1931533,Seven Psychopaths,notalk-disagree,notalk,FAIL,13500000,15024049,23492318,2012FAIL,13697621,15243980,23836212,1,1,7.2,216441,No,,,,,,,,,,,,,,,movie,Seven Psychopaths,Seven Psychopaths,0,2012,\N,110,"Comedy,Crime"
Both,Yes,2013,tt2034139,The Last Exorcism Part II,ok,ok,PASS,4000000,15179303,18541236,2013PASS,4000000,15179303,18541236,1,1,4,14808,No,,,,,,,,,,,,,,,movie,The Last Exorcism Part II,The Last Exorcism Part II,0,2013,\N,88,"Drama,Horror,Thriller"
Both,Yes,2012,tt1764234,Killing Them Softly,nowomen,nowomen,FAIL,15000000,14945541,37238774,2012FAIL,15219578,15164322,37783896,1,1,6.2,122039,No,,,,,,,,,,,,,,,movie,Killing Them Softly,Killing Them Softly,0,2012,\N,97,"Crime,Thriller"
Both,Yes,1999,tt0151804,Office Space,notalk,notalk,FAIL,10000000,10827813,12827813,1999FAIL,13984620,15142285,17939209,4,3,7.8,221418,No,,,,,,,,,,,,,,,movie,Office Space,Office Space,0,1999,\N,89,Comedy
Both,Yes,1985,tt0089893,Red Sonja,ok,ok,PASS,17900000,6905861,6905861,1985PASS,38754498,14951574,14951574,,,5,34649,No,,,,,,,,,,,,,,,movie,Red Sonja,Red Sonja,0,1985,\N,89,"Action,Adventure,Fantasy"
Both,Yes,2006,tt0441909,Volver,ok,ok,PASS,9400000,12899867,85599867,2006PASS,10864486,14909619,98936014,2,2,7.6,85755,No,,,,,,,,,,,,,,,movie,Volver,Volver,0,2006,\N,121,"Comedy,Crime,Drama"
Both,Yes,2010,tt1053424,Repo Men,ok,ok,PASS,32000000,13942007,18195238,2010PASS,34183419,14893296,19436733,1,1,6.3,94336,No,,,,,,,,,,,,,,,movie,Repo Men,Repo Men,0,2010,\N,111,"Action,Crime,Sci-Fi"
Both,Yes,1975,tt0071853,Monty Python and the Holy Grail,men,men,FAIL,400000,3427696,5028948,1975FAIL,1731240,14835412,21765791,,,8.3,444595,No,,,,,,,,,,,,,,,movie,Monty Python and the Holy Grail,Monty Python and the Holy Grail,0,1975,\N,91,"Adventure,Comedy,Fantasy"
Both,Yes,1999,tt0157503,Drop Dead Gorgeous,ok,ok,PASS,10000000,10571408,10571408,1999PASS,13984620,14783713,14783713,4,3,6.6,29403,No,,,,,,,,,,,,,,,movie,Drop Dead Gorgeous,Drop Dead Gorgeous,0,1999,\N,97,"Comedy,Romance,Thriller"
Both,Yes,1999,tt0144640,Three to Tango,notalk,notalk,FAIL,20000000,10570375,10570375,1999FAIL,27969241,14782268,14782268,4,3,6.1,17339,No,,,,,,,,,,,,,,,movie,Three to Tango,Three to Tango,0,1999,\N,98,"Comedy,Romance"
Both,Yes,2002,tt0289408,The Powerpuff Girls,ok,ok,PASS,25000000,11411644,16425701,2002PASS,32379480,14780124,21274227,3,2,6.5,8542,No,,,,,,,,,,,,,,,movie,The Powerpuff Girls Movie,The Powerpuff Girls Movie,0,2002,\N,73,"Action,Adventure,Animation"
Both,Yes,2006,tt0479647,"Bon Cop, Bad Cop",notalk,notalk,FAIL,8000000,12671300,12671300,2006FAIL,9246371,14645442,14645442,2,2,6.9,10806,No,,,,,,,,,,,,,,,movie,Bon Cop Bad Cop,"Bon Cop, Bad Cop",0,2006,\N,116,"Action,Comedy,Crime"
Both,Yes,2006,tt0417225,Idlewild,ok,ok,PASS,15000000,12669914,12669914,2006PASS,17336945,14643840,14643840,2,2,6.3,4908,No,,,,,,,,,,,,,,,movie,Idlewild,Idlewild,0,2006,\N,121,"Crime,Drama,Musical"
Both,Yes,2011,tt0770703,What&#39;s Your Number,ok,ok,PASS,20000000,14011084,30711084,2011PASS,20713816,14511151,31807187,1,1,6.1,66304,No,,,,,,,,,,,,,,,movie,What's Your Number?,What's Your Number?,0,2011,\N,106,"Comedy,Romance"
Both,Yes,2001,tt0218817,Antitrust,men,men,FAIL,30000000,10965209,17865209,2001FAIL,39475379,14428526,23507863,3,2,6.1,27052,No,,,,,,,,,,,,,,,movie,Antitrust,Antitrust,0,2001,\N,105,"Action,Crime,Drama"
Both,Yes,2009,tt0795351,Case 39,ok,ok,PASS,27000000,13261851,29302804,2009PASS,29314753,14398811,31814980,2,2,6.2,69042,No,,,,,,,,,,,,,,,movie,Case 39,Case 39,0,2009,\N,109,"Horror,Mystery,Thriller"
Both,Yes,2008,tt0995039,Ghost Town,notalk,notalk,FAIL,20000000,13252641,26612350,2008FAIL,21645126,14342754,28801384,2,2,6.7,64821,No,,,,,,,,,,,,,,,movie,Ghost Town,Ghost Town,0,2008,\N,102,"Comedy,Drama,Fantasy"
Both,Yes,2012,tt2101441,Spring Breakers,ok,ok,PASS,5000000,14124286,30669531,2012PASS,5073193,14331045,31118489,1,1,5.3,122677,No,,,,,,,,,,,,,,,movie,Spring Breakers,Spring Breakers,0,2012,\N,94,"Crime,Drama"
Both,Yes,2009,tt1172233,Whip It,ok,ok,PASS,15000000,13043363,18856151,2009PASS,16285974,14161591,20472719,2,2,6.9,60291,No,,,,,,,,,,,,,,,movie,Whip It,Whip It,0,2009,\N,111,"Drama,Sport"
Both,Yes,2011,tt1291584,Warrior,notalk,notalk,FAIL,25000000,13657115,24215385,2011FAIL,25892270,14144548,25079651,1,1,8.2,391799,No,,,,,,,,,,,,,,,movie,Warrior,Warrior,0,2011,\N,140,"Drama,Sport"
Both,Yes,2006,tt0383060,Zoom,ok,ok,PASS,35000000,11989328,12506188,2006PASS,40452872,13857222,14454606,2,2,4.3,16848,No,,,,,,,,,,,,,,,movie,Zoom,Zoom,0,2006,\N,83,"Action,Adventure,Comedy"
Both,Yes,2008,tt1084950,Rachel Getting Married,ok,ok,PASS,12000000,12796861,13326864,2008PASS,12987076,13849484,14423083,2,2,6.7,44253,No,,,,,,,,,,,,,,,movie,Rachel Getting Married,Rachel Getting Married,0,2008,\N,113,"Drama,Romance"
Both,Yes,2011,tt0478304,The Tree of Life,nowomen-disagree,nowomen,FAIL,35000000,13305665,62305665,2011FAIL,36249178,13780555,64529403,1,1,6.8,152896,No,,,,,,,,,,,,,,,movie,The Tree of Life,The Tree of Life,0,2011,\N,139,"Drama,Fantasy"
Both,Yes,2009,tt1174732,An Education,ok,ok,PASS,7500000,12574914,29652736,2009PASS,8142987,13652981,32194912,2,2,7.3,121205,No,,,,,,,,,,,,,,,movie,An Education,An Education,0,2009,\N,100,Drama
Both,Yes,2012,tt1343727,Dredd 3D,ok-disagree,ok,PASS,45000000,13414714,40868994,2012PASS,45658735,13611086,41467257,1,1,7.1,229183,No,,,,,,,,,,,,,,,movie,Dredd,Dredd,0,2012,\N,95,"Action,Crime,Sci-Fi"
Both,Yes,1989,tt0098519,Troop Beverly Hills,ok,ok,PASS,18000000,7190505,7190505,1989PASS,33832599,13515193,13515193,,,5.6,8369,No,,,,,,,,,,,,,,,movie,Troop Beverly Hills,Troop Beverly Hills,0,1989,\N,105,"Adventure,Comedy"
Both,Yes,2007,tt0815244,Sydney White,ok,ok,PASS,16500000,11892415,13636339,2007PASS,18538467,13361645,15321020,2,2,6.3,42152,No,,,,,,,,,,,,,,,movie,Sydney White,Sydney White,0,2007,\N,108,"Comedy,Drama,Romance"
Both,Yes,2008,tt0862846,Sunshine Cleaning,ok,ok,PASS,5000000,12062558,16462558,2008PASS,5411282,13054780,17816707,2,2,6.9,65716,No,,,,,,,,,,,,,,,movie,Sunshine Cleaning,Sunshine Cleaning,0,2008,\N,91,"Comedy,Drama"
Both,Yes,2006,tt0405094,Das Leben Der Anderen,nowomen-disagree,nowomen,FAIL,2000000,11284657,81197047,2006FAIL,2311593,13042765,93847250,2,2,8.4,310104,No,,,,,,,,,,,,,,,movie,The Lives of Others,Das Leben der Anderen,0,2006,\N,137,"Drama,Thriller"
Both,Yes,2012,tt1781769,Anna Karenina,men-disagree,men,FAIL,49000000,12816367,70735540,2012FAIL,49717290,13003980,71771007,1,1,6.6,82192,No,,,,,,,,,,,,,,,movie,Anna Karenina,Anna Karenina,0,2012,\N,129,"Drama,Romance"
Both,Yes,2012,tt2125435,Beasts of the Southern Wild,dubious-disagree,dubious,FAIL,1800000,12795746,21080058,2012FAIL,1826349,12983057,21388640,1,1,7.3,76209,No,,,,,,,,,,,,,,,movie,Beasts of the Southern Wild,Beasts of the Southern Wild,0,2012,\N,93,"Adventure,Drama,Fantasy"
Both,Yes,2010,tt1228987,Let Me In,notalk-disagree,notalk,FAIL,20000000,12134935,28270399,2010FAIL,21364637,12962924,30199340,1,1,7.1,104439,No,,,,,,,,,,,,,,,movie,Let Me In,Let Me In,0,2010,\N,116,"Drama,Fantasy,Horror"
Both,Yes,2003,tt0324133,Swimming Pool,ok,ok,PASS,7800000,10130108,22441323,2003PASS,9875478,12825598,28412666,3,2,6.8,38605,No,,,,,,,,,,,,,,,movie,Swimming Pool,Swimming Pool,0,2003,\N,102,"Crime,Drama,Mystery"
Both,Yes,1993,tt0106677,Dazed and Confused,ok-disagree,ok,PASS,6900000,7950889,7950889,1993PASS,11125966,12820482,12820482,5,3,7.7,142784,No,,,,,,,,,,,,,,,movie,Dazed and Confused,Dazed and Confused,0,1993,\N,102,Comedy
Both,Yes,2008,tt0765476,Meet Dave,notalk,notalk,FAIL,60000000,11803254,50648806,2008FAIL,64935379,12774146,54814990,2,2,5,35055,No,,,,,,,,,,,,,,,movie,Meet Dave,Meet Dave,0,2008,\N,90,"Adventure,Comedy,Family"
Both,Yes,2012,tt1716777,People Like Us,ok,ok,PASS,16000000,12431792,12431792,2012PASS,16234217,12613776,12613776,1,1,7.1,38819,No,,,,,,,,,,,,,,,movie,People Like Us,People Like Us,0,2012,\N,114,"Comedy,Drama"
Both,Yes,1986,tt0091203,Highlander,ok-disagree,ok,PASS,16000000,5900000,12900000,1986PASS,33980236,12530212,27396565,,,7.2,109986,No,,,,,,,,,,,,,,,movie,Highlander,Highlander,0,1986,\N,116,"Action,Adventure,Fantasy"
Both,Yes,2010,tt0968264,The Conspirator,dubious,dubious,FAIL,25000000,11538204,15907411,2010FAIL,26705796,12325477,16992803,1,1,6.9,26004,No,,,,,,,,,,,,,,,movie,The Conspirator,The Conspirator,0,2010,\N,122,"Crime,Drama,History"
Both,Yes,1978,tt0077405,Days of Heaven,ok,ok,PASS,3000000,3446749,3660880,1978PASS,10712118,12307327,13071926,,,7.9,44214,No,,,,,,,,,,,,,,,movie,Days of Heaven,Days of Heaven,0,1978,\N,94,"Drama,Romance"
Both,Yes,2005,tt0338427,Shopgirl,men,men,FAIL,7500000,10284523,11758418,2005FAIL,8947748,12269777,14028182,2,2,6.4,22470,No,,,,,,,,,,,,,,,movie,Shopgirl,Shopgirl,0,2005,\N,106,"Drama,Romance"
Both,Yes,1987,tt0092991,Evil Dead II,dubious-disagree,dubious,FAIL,3500000,5923044,5923044,1987FAIL,7176391,12144594,12144594,,,7.8,131190,No,,,,,,,,,,,,,,,movie,Evil Dead II,Evil Dead II,0,1987,\N,84,"Comedy,Horror"
Both,Yes,2008,tt0799934,Be Kind Rewind,notalk,notalk,FAIL,20000000,11175164,30894247,2008FAIL,21645126,12094392,33435494,2,2,6.4,84850,No,,,,,,,,,,,,,,,movie,Be Kind Rewind,Be Kind Rewind,0,2008,\N,102,Comedy
Both,Yes,2008,tt0483607,Doomsday,ok,ok,PASS,33000000,11008770,21621188,2008PASS,35714458,11914311,23399667,2,2,6,67450,No,,,,,,,,,,,,,,,movie,Doomsday,Doomsday,0,2008,\N,108,"Action,Sci-Fi,Thriller"
Both,Yes,1997,tt0120133,A Simple Wish,ok,ok,PASS,28000000,8165213,8165213,1997PASS,40634668,11849668,11849668,4,3,5.4,4725,No,,,,,,,,,,,,,,,movie,A Simple Wish,A Simple Wish,0,1997,\N,89,"Comedy,Family,Fantasy"
Both,Yes,2006,tt0414993,The Fountain,dubious,dubious,FAIL,35000000,10144010,15461638,2006FAIL,40452872,11724410,17870505,2,2,7.3,212233,No,,,,,,,,,,,,,,,movie,The Fountain,The Fountain,0,2006,\N,96,"Drama,Sci-Fi"
Both,Yes,2012,tt1840417,The Words,notalk,notalk,FAIL,6000000,11494838,12132578,2012FAIL,6087831,11663106,12310182,1,1,7.1,68397,No,,,,,,,,,,,,,,,movie,The Words,The Words,0,2012,\N,102,"Drama,Mystery,Romance"
Both,Yes,1989,tt0098546,UHF,notalk,notalk,FAIL,5000000,6157157,6157157,1989FAIL,9397944,11572924,11572924,,,7,23275,No,,,,,,,,,,,,,,,movie,UHF,UHF,0,1989,\N,97,"Comedy,Drama"
Both,Yes,2009,tt1188729,Pandorum,notalk,notalk,FAIL,40000000,10330853,17033431,2009FAIL,43429264,11216534,18493734,2,2,6.8,134389,No,,,,,,,,,,,,,,,movie,Pandorum,Pandorum,0,2009,\N,108,"Action,Horror,Mystery"
Both,Yes,2009,tt0365929,Whiteout,ok,ok,PASS,35000000,10275638,12254746,2009PASS,38000606,11156585,13305365,2,2,5.5,34844,No,,,,,,,,,,,,,,,movie,Whiteout,Whiteout,0,2009,\N,101,"Action,Crime,Horror"
Both,Yes,2009,tt1300851,The Boondock Saints II: All Saints Day,nowomen,nowomen,FAIL,8000000,10273187,10273187,2009FAIL,8685853,11153924,11153924,2,2,6.3,57468,No,,,,,,,,,,,,,,,movie,The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,0,2009,\N,118,"Action,Crime,Thriller"
Both,Yes,2004,tt0332375,Saved!,ok-disagree,ok,PASS,5000000,8886160,10228228,2004PASS,6165964,10958349,12613378,3,2,6.8,42511,No,,,,,,,,,,,,,,,movie,Saved!,Saved!,0,2004,\N,92,"Comedy,Drama"
Both,Yes,2008,tt0368563,Possession,ok,ok,PASS,25000000,10103647,14805812,2008PASS,27056408,10934736,16023683,2,2,5.6,6666,No,,,,,,,,,,,,,,,movie,Possession,Possession,0,2008,\N,85,"Drama,Horror,Mystery"
Both,Yes,2006,tt0907657,Once,men,men,FAIL,150000,9445857,18997174,2006FAIL,173369,10917487,21956864,2,2,7.9,103029,No,,,,,,,,,,,,,,,movie,Once,Once,0,2007,\N,86,"Drama,Music,Romance"
Both,Yes,2002,tt0278500,The Importance of Being Earnest,ok,ok,PASS,15000000,8378141,8378141,2002PASS,19427688,10851194,10851194,3,2,6.9,20632,No,,,,,,,,,,,,,,,movie,The Importance of Being Earnest,The Importance of Being Earnest,0,2002,\N,97,"Comedy,Drama,Romance"
Both,Yes,2002,tt0266452,Death to Smoochy,men,men,FAIL,50000000,8355815,8374062,2002FAIL,64758961,10822278,10845911,3,2,6.4,36705,No,,,,,,,,,,,,,,,movie,Death to Smoochy,Death to Smoochy,0,2002,\N,109,"Comedy,Crime,Drama"
Both,Yes,2005,tt0407265,Transamerica,ok,ok,PASS,1000000,9015303,16553163,2005PASS,1193033,10755555,19748472,2,2,7.4,38561,No,,,,,,,,,,,,,,,movie,Transamerica,Transamerica,0,2005,\N,103,"Adventure,Comedy,Drama"
Both,Yes,2011,tt0999913,Straw Dogs,ok,ok,PASS,25000000,10324441,11253821,2011PASS,25892270,10692928,11655479,1,1,5.8,30034,No,,,,,,,,,,,,,,,movie,Straw Dogs,Straw Dogs,0,2011,\N,110,"Action,Drama,Thriller"
Both,Yes,2007,tt0857191,The Visitor,dubious,dubious,FAIL,4000000,9427026,19174817,2007FAIL,4494174,10591674,21543741,2,2,7.7,39744,No,,,,,,,,,,,,,,,movie,The Visitor,The Visitor,0,2007,\N,104,Drama
Both,Yes,2010,tt1120985,Blue Valentine,men-disagree,men,FAIL,1000000,9737892,16566240,2010FAIL,1068232,10402326,17696585,1,1,7.4,164820,No,,,,,,,,,,,,,,,movie,Blue Valentine,Blue Valentine,0,2010,\N,112,"Drama,Romance"
Both,Yes,1998,tt0130827,Run Lola Run,notalk-disagree,notalk,FAIL,1750000,7267324,14533173,1998FAIL,2500982,10385968,20769827,4,3,7.7,175645,No,,,,,,,,,,,,,,,movie,Run Lola Run,Lola rennt,0,1998,\N,81,"Crime,Drama,Sci-Fi"
Both,Yes,2009,tt1176740,Away We Go,ok,ok,PASS,21000000,9451946,10108016,2009PASS,22800364,10262276,10974592,2,2,7.1,49042,No,,,,,,,,,,,,,,,movie,Away We Go,Away We Go,0,2009,\N,98,"Comedy,Drama,Romance"
